"산업중분류별(1)",산업중분류별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"산업중분류별(1)",산업중분류별(2),계,18세 미만,18~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세 이상,계,18세 미만,18~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세 이상,계,18세 미만,18~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세 이상,분류불능,계,18세 미만,18~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세 이상,계,18세 미만,18~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60세 이상
"건설업",건설업,25649,1,181,437,632,1074,1762,3129,4358,5563,8512,27686,0,184,503,705,1232,1852,3237,4573,6026,9374,27211,0,145,515,674,1102,1706,2952,4424,5790,9903,0,26799,0,154,509,698,1035,1656,2707,4213,5470,10357,29943,1,175,611,839,1109,1693,2614,4425,5592,12884
"운수·창고 및 통신업",소계,4237,16,252,361,353,432,471,555,532,596,669,5291,7,309,417,438,557,574,676,704,746,863,6173,6,348,557,542,689,726,772,779,747,1007,0,7251,12,465,681,708,837,952,820,909,767,1100,10091,15,593,850,1047,1122,1417,1243,1281,1031,1492
"운수·창고 및 통신업",철도·궤도 및 삭도운수업,114,0,1,7,6,7,16,24,25,19,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",철도·궤도·삭도·항공운수업,-,-,-,-,-,-,-,-,-,-,-,341,0,12,41,47,38,43,51,53,39,17,466,0,12,107,91,39,45,54,41,38,39,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",철도·항공·창고·운수관련서비스업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2402,0,98,213,262,291,312,286,334,263,343,2854,1,116,231,289,273,377,357,390,348,472
"운수·창고 및 통신업",자동차운수업 및 택배업 퀵서비스업,2213,13,159,165,175,199,211,266,289,334,402,2679,7,192,171,158,232,254,324,375,422,544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",육상 및 수상운수업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3528,6,243,282,229,383,387,400,467,463,668,0,4607,12,365,451,427,510,591,492,539,472,748,6942,14,474,603,732,814,961,830,856,657,1001
"운수·창고 및 통신업",수상운수업 항만하역 및 화물취급사업,1206,3,67,116,101,135,156,169,145,153,161,1377,0,67,132,143,170,165,184,174,168,174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",항공운수업,81,0,1,22,12,8,12,16,3,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",운수관련서비스업,305,0,12,27,28,29,31,38,28,39,73,430,0,17,35,41,41,51,53,60,51,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",창고 및 운수관련 서비스업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1956,0,92,155,194,226,256,280,242,223,288,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",창고업,176,0,11,18,19,24,25,18,22,19,20,228,0,18,21,22,29,27,24,19,29,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"운수·창고 및 통신업",통신업,142,0,1,6,12,30,20,24,20,26,3,236,0,3,17,27,47,34,40,23,37,8,223,0,1,13,28,41,38,38,29,23,12,0,242,0,2,17,19,36,49,42,36,32,9,295,0,3,16,26,35,79,56,35,26,19
"임업",소계,1124,0,0,6,9,13,37,75,169,286,529,1041,0,2,6,3,10,29,82,171,264,474,1017,0,0,6,7,7,28,67,149,257,496,0,1030,0,1,4,3,5,16,71,141,243,546,946,0,1,2,6,8,18,61,109,188,553
"임업",임업,1124,0,0,6,9,13,37,75,169,286,529,1041,0,2,6,3,10,29,82,171,264,474,1017,0,0,6,7,7,28,67,149,257,496,0,1030,0,1,4,3,5,16,71,141,243,546,946,0,1,2,6,8,18,61,109,188,553
"어업",소계,59,0,5,10,4,4,2,7,4,2,21,66,0,1,6,6,6,9,13,9,7,9,60,0,2,4,10,7,3,6,6,4,18,0,48,0,0,8,2,2,8,3,4,8,13,74,0,1,8,8,5,3,7,7,8,27
"어업",어업 양식어업 및 어업관련서비스업,59,0,5,10,4,4,2,7,4,2,21,66,0,1,6,6,6,9,13,9,7,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"어업",어업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,0,2,4,10,7,3,6,6,4,18,0,48,0,0,8,2,2,8,3,4,8,13,74,0,1,8,8,5,3,7,7,8,27
"농업",소계,555,0,15,39,33,31,25,37,50,83,242,648,0,16,42,39,38,43,45,51,99,275,642,0,23,49,47,38,28,38,80,92,247,0,639,0,20,51,33,34,25,39,67,104,266,668,0,17,43,50,30,33,32,67,101,295
"농업",농업,555,0,15,39,33,31,25,37,50,83,242,648,0,16,42,39,38,43,45,51,99,275,642,0,23,49,47,38,28,38,80,92,247,0,639,0,20,51,33,34,25,39,67,104,266,668,0,17,43,50,30,33,32,67,101,295
"금융 및 보험업",소계,312,0,5,25,36,39,51,50,38,38,30,358,0,3,27,39,52,59,51,48,43,36,400,0,6,41,36,60,42,67,57,45,46,0,341,0,5,27,46,38,49,42,53,28,53,408,0,8,25,45,42,59,47,50,61,71
"금융 및 보험업",금융 및 보험업,312,0,5,25,36,39,51,50,38,38,30,358,0,3,27,39,52,59,51,48,43,36,400,0,6,41,36,60,42,67,57,45,46,0,341,0,5,27,46,38,49,42,53,28,53,408,0,8,25,45,42,59,47,50,61,71
"기타의 사업",소계,30595,41,2244,2453,1885,2193,2247,3030,3702,4645,8155,37505,34,2566,3179,2387,2719,2646,3608,4467,5624,10275,41811,25,2747,3658,2801,2807,2985,3852,5091,6076,11769,0,40573,9,2482,3812,2739,2653,2919,3575,4823,5644,11917,45408,10,2451,4154,3404,2946,3511,3840,5328,6141,13623
"기타의 사업",건물 등의 종합관리사업,3617,0,14,48,27,71,92,167,266,488,2444,4118,0,19,42,43,91,98,170,268,567,2820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",건물종합관리 위생 및 유사서비스업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5138,0,19,78,105,129,198,319,441,748,3101,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",시설관리및사업지원서비스업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8267,2,189,418,354,396,412,573,788,1096,4039,9213,1,194,419,478,405,516,586,877,1095,4642
"기타의 사업",위생 및 유사서비스업,1049,0,2,31,48,68,100,88,149,226,337,1176,0,8,37,39,82,108,147,180,220,355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",해외파견자,46,0,0,2,3,9,5,4,8,7,8,27,0,0,3,5,1,0,6,7,1,4,33,0,0,4,2,3,6,3,6,6,3,0,21,0,0,0,1,4,2,6,1,3,4,30,0,1,0,1,3,4,8,2,5,6
"기타의 사업",전문기술서비스업,742,0,40,139,127,112,83,75,55,48,63,975,0,45,169,147,152,107,112,81,71,91,1058,0,59,194,196,135,117,96,69,91,101,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",전문·보건·교육·여가관련서비스업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7014,0,248,753,578,423,485,595,822,1008,2102,8584,0,246,772,661,516,606,659,971,1251,2902
"기타의 사업",보건 및 사회복지사업,2929,0,47,204,129,173,189,296,363,583,945,3670,0,70,250,166,183,220,297,485,760,1239,4228,0,63,251,217,178,242,353,558,793,1573,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",교육서비스업,496,0,19,57,58,33,30,60,70,72,97,605,0,19,82,48,40,45,71,79,106,115,691,0,36,72,76,48,47,73,82,106,151,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",도·소매 및 소비자용품수리업,5680,0,269,555,526,705,684,838,738,684,681,6939,1,300,714,715,886,811,908,926,819,859,7722,1,302,789,768,942,862,1014,1111,915,1018,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",도소매·음식·숙박업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18592,7,1908,2373,1532,1478,1487,1750,2305,2470,3282,20569,7,1877,2653,1911,1673,1897,1870,2442,2609,3630
"기타의 사업",부동산업 및 임대업,176,0,12,17,10,12,14,11,16,26,58,214,0,4,21,18,18,11,19,20,20,83,247,0,6,25,19,20,21,25,27,25,79,0,230,0,5,17,15,25,23,16,20,22,87,242,0,4,12,20,21,27,20,22,27,89
"기타의 사업",오락·문화 및 운동관련사업,839,0,88,133,92,75,85,61,69,78,158,1003,0,126,138,115,91,94,88,85,78,188,1161,0,150,209,131,117,100,94,92,77,191,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"기타의 사업",국가 및 지방자치단체의 사업,2898,0,35,109,126,147,192,338,442,523,986,3594,0,55,139,137,202,227,418,542,642,1232,4358,0,51,158,144,191,273,484,710,786,1561,0,4700,0,68,147,156,212,352,448,637,784,1896,4981,0,83,175,195,207,317,532,764,904,1804
"기타의 사업",사업서비스업,-,-,-,-,-,-,-,-,-,-,-,2665,1,180,247,226,204,214,225,233,334,801,3323,2,208,329,265,278,220,274,337,397,1013,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
